,Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
20,850.0,2.0,2.0,Semi-Furnished,"Mayur Apartment, Rohini Sector 9",1.0,11000000.0,Ready_to_move,Resale,Apartment,6154.0
21,900.0,3.0,2.0,Semi-Furnished,"Vijay Vihar, Rohini",5.0,4500000.0,Ready_to_move,Resale,Builder_Floor,6154.0
22,430.556,1.0,1.0,Furnished,"Rohini Sector 18 carpet area 40 sqm status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Furnished facing East overlooking Main Road car parking 2 Open bathroom 1 balcony 1 ownership Freehold East Facing Property It an LIG three side corner flat in second floor, having full scope of expansion. interior decorated with 2 textured wall , kajaria tiles , fully modular kitchen, branded bathroom and toilet fittings, LED panel, ac in one bedroom, false ceiling in entire flat.south facing unobstructed view balcony. It was all renovated only 2.5 yrs back so every thing is in brand new condition. read more Contact Owner View Phone No. Share Feedback Owner Pramod",2.0,5300000.0,Ready_to_move,Resale,Apartment,6154.0
23,900.0,2.0,2.0,Semi-Furnished,"Prashant Vihar, Rohini",1.0,10500000.0,Ready_to_move,Resale,Apartment,6154.0
24,914.9314999999999,2.0,2.0,Semi-Furnished,Rohini Sector 5,1.0,12000000.0,Ready_to_move,Resale,Builder_Floor,6154.0
25,1100.0,3.0,3.0,Furnished,Rohini Sector 20,1.0,7000000.0,Ready_to_move,New_Property,Builder_Floor,6364.0
26,800.0,3.0,2.0,Semi-Furnished,Rohini Sector 25,1.0,7000000.0,Ready_to_move,Resale,Builder_Floor,8750.0
27,500.0,1.0,1.0,Semi-Furnished,"Sanskriti Apartment, Rohini Sector 28",1.0,3400000.0,Ready_to_move,Resale,Apartment,8750.0
28,28.0,2.0,2.0,Furnished,Rohini Sector 25,1.0,5000000.0,Ready_to_move,New_Property,Apartment,8750.0
29,2160.0,4.0,4.0,Furnished,Rohini Sector 19,1.0,21000000.0,Ready_to_move,New_Property,Builder_Floor,9722.0
30,1500.0,1.0,,Unfurnished,Lajpat Nagar 2,,13500000.0,Ready_to_move,Resale,Apartment,
31,800.0,2.0,2.0,Unfurnished,Lajpat Nagar 1,1.0,15000000.0,Ready_to_move,New_Property,Builder_Floor,
32,900.0,2.0,2.0,Unfurnished,Lajpat Nagar,1.0,10500000.0,Ready_to_move,New_Property,Builder_Floor,
33,1080.0,3.0,2.0,Semi-Furnished,"Vikram Vihar, Lajpat Nagar",1.0,22500000.0,Ready_to_move,New_Property,Builder_Floor,
34,750.0,2.0,2.0,Unfurnished,Lajpat Nagar 4,1.0,13600000.000000002,Ready_to_move,New_Property,Builder_Floor,
35,1450.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,2.0,30000000.0,Ready_to_move,New_Property,Builder_Floor,
36,900.0,2.0,2.0,Semi-Furnished,Lajpat Nagar,1.0,13500000.0,Ready_to_move,New_Property,Apartment,
37,810.0,2.0,2.0,Semi-Furnished,"Dayanand Colony, Lajpat Nagar How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 810 sqft status Ready to Move floor 1 out of 5 floors transaction Resale balcony 1 Contact Now Enquire Now Auction By Bank",1.0,8910000.0,Ready_to_move,Resale,Builder_Floor,
38,1350.0,3.0,4.0,Unfurnished,Lajpat Nagar,1.0,25000000.0,Ready_to_move,Resale,Apartment,
39,1710.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 2,4.0,26000000.0,Ready_to_move,New_Property,Builder_Floor,
40,1650.0,3.0,3.0,Semi-Furnished,Lajpat Nagar,1.0,30000000.0,Ready_to_move,Resale,Builder_Floor,
41,1280.0,2.0,2.0,Furnished,Lajpat Nagar,1.0,12500000.0,Ready_to_move,Resale,Builder_Floor,
42,1260.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,21000000.0,Ready_to_move,Resale,Builder_Floor,
43,1130.0,2.0,2.0,Unfurnished,Lajpat Nagar 4,1.0,7800000.0,Ready_to_move,Resale,Builder_Floor,
44,600.0,2.0,2.0,Semi-Furnished,"Amar Colony, Lajpat Nagar",1.0,11500000.0,Ready_to_move,New_Property,Builder_Floor,
45,850.0,2.0,2.0,Semi-Furnished,Lajpat Nagar 1,1.0,11500000.0,Ready_to_move,Resale,Builder_Floor,
46,1500.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 2,2.0,26000000.0,Ready_to_move,New_Property,Builder_Floor,
47,900.0,2.0,2.0,Semi-Furnished,"Amar Colony, Lajpat Nagar",2.0,13000000.0,Ready_to_move,New_Property,Builder_Floor,14444.0
48,1000.0,3.0,3.0,Semi-Furnished,"Vikram Vihar, Lajpat Nagar",1.0,22000000.0,Ready_to_move,New_Property,Builder_Floor,22000.0
49,900.0,2.0,2.0,Semi-Furnished,Lajpat Nagar 2,1.0,15800000.0,Ready_to_move,New_Property,Builder_Floor,22000.0
50,2925.0,4.0,4.0,Unfurnished,Lajpat Nagar 3,2.0,57500000.0,Ready_to_move,New_Property,Builder_Floor,22000.0
51,900.0,2.0,2.0,Unfurnished,Lajpat Nagar 1,2.0,10000000.0,Ready_to_move,Resale,Builder_Floor,22000.0
52,1600.0,3.0,3.0,Unfurnished,Lajpat Nagar 3,2.0,30000000.0,Ready_to_move,New_Property,Builder_Floor,22000.0
53,1143.0,3.0,3.0,Unfurnished,"Vikram Vihar, Lajpat Nagar",2.0,22000000.0,Ready_to_move,New_Property,Builder_Floor,22000.0
54,1150.0,3.0,3.0,Semi-Furnished,"Vikram Vihar, Lajpat Nagar",2.0,24000000.0,Ready_to_move,New_Property,Builder_Floor,22000.0
55,1500.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,31500000.0,Ready_to_move,Resale,Builder_Floor,22000.0
56,850.0,2.0,2.0,Semi-Furnished,Lajpat Nagar 2,1.0,14600000.0,Ready_to_move,Resale,Builder_Floor,22000.0
57,8000.0,4.0,5.0,Semi-Furnished,Lajpat Nagar,1.0,240000000.0,Ready_to_move,New_Property,Builder_Floor,22000.0
58,890.0,2.0,2.0,Semi-Furnished,Lajpat Nagar 1,1.0,8300000.0,Ready_to_move,Resale,Builder_Floor,22000.0
59,1100.0,3.0,3.0,Unfurnished,"Vikram Vihar, Lajpat Nagar",1.0,22500000.0,Ready_to_move,New_Property,Builder_Floor,22000.0
60,750.0,1.0,1.0,Furnished,"DDA Flats Sector 14, Dwarka Sector 14",2.0,4600000.0,Ready_to_move,Resale,Apartment,
61,850.0,2.0,1.0,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",2.0,1900000.0,Ready_to_move,New_Property,Apartment,2235.0
62,1350.0,3.0,2.0,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1.0,5130000.0,Ready_to_move,New_Property,Apartment,3800.0
63,1387.0,4.0,4.0,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1.0,5890000.0,Ready_to_move,New_Property,Apartment,4247.0
64,1050.0,3.0,2.0,Unfurnished,"The Elite Spire, Dwarka Sector 21",1.0,3700000.0,Ready_to_move,New_Property,Apartment,3524.0
65,1500.0,3.0,2.0,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1.0,17400000.0,Ready_to_move,Resale,Apartment,3524.0
66,1200.0,3.0,3.0,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",1.0,15500000.0,Ready_to_move,Resale,Apartment,3524.0
67,700.0,2.0,1.0,Semi-Furnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1.0,2400000.0,Almost_ready,New_Property,Apartment,3524.0
68,1700.0,3.0,2.0,Semi-Furnished,"Sunny Valley Apartments, Dwarka",1.0,17200000.0,Ready_to_move,Resale,Apartment,3524.0
69,1550.0,3.0,2.0,Furnished,"Shri Agrasen Apartment, Dwarka Sector 7",2.0,14200000.0,Ready_to_move,Resale,Apartment,3524.0
70,1400.0,3.0,3.0,Semi-Furnished,"Chopra Apartment, Dwarka Sector 23",1.0,13500000.0,Ready_to_move,Resale,Apartment,3524.0
71,1900.0,4.0,4.0,Semi-Furnished,"Mohinder Apartments, Dwarka Sector 12",1.0,30000000.0,Ready_to_move,Resale,Apartment,3524.0
72,2160.0,4.0,3.0,Unfurnished,"Chander Lok Apartment, Dwarka Sector 19",1.0,21000000.0,Ready_to_move,Resale,Apartment,3524.0
73,1700.0,4.0,3.0,Unfurnished,"Neelachal, Dwarka Sector 5",1.0,20500000.0,Ready_to_move,Resale,Apartment,3524.0
74,1850.0,3.0,4.0,Semi-Furnished,Dwarka,1.0,24000000.0,Ready_to_move,Resale,Apartment,3524.0
75,1800.0,4.0,2.0,Semi-Furnished,"MeeraBai Apartment, Dwarka Sector 5",1.0,16500000.0,Ready_to_move,Resale,Apartment,3524.0
76,1620.0,3.0,2.0,Semi-Furnished,"Crescent Apartments, Dwarka Sector 18",1.0,14900000.0,Ready_to_move,Resale,Apartment,3524.0
77,1800.0,4.0,3.0,Furnished,"Ashoka Enclave Apartment, Dwarka Sector 11",1.0,19200000.0,Ready_to_move,Resale,Apartment,3524.0
78,1540.0,3.0,3.0,Semi-Furnished,"Nav Kairali Apartment, Dwarka Sector 3",1.0,14500000.0,Ready_to_move,Resale,Apartment,3524.0
79,1600.0,3.0,3.0,Semi-Furnished,"Ashirwad Apartments, Dwarka",1.0,15600000.0,Ready_to_move,Resale,Apartment,3524.0
80,1400.0,3.0,2.0,Unfurnished,"Indraprastha Apartment, Dwarka Sector 12",1.0,11399999.999999998,Ready_to_move,Resale,Apartment,3524.0
81,2300.0,4.0,4.0,Furnished,"Mohinder Apartments, Dwarka",1.0,31500000.0,Ready_to_move,Resale,Apartment,3524.0
82,1560.0,3.0,2.0,Furnished,"Ashoka Apartments, Dwarka Sector 12",2.0,15800000.0,Ready_to_move,Resale,Apartment,3524.0
83,1500.0,3.0,3.0,Semi-Furnished,"Karuna Vihar Apartment, Dwarka",2.0,16000000.0,Ready_to_move,Resale,Apartment,3524.0
84,1540.0,3.0,3.0,Semi-Furnished,"Nav Kairali Apartment, Dwarka Sector 3",1.0,14500000.0,Ready_to_move,Resale,Apartment,3524.0
85,1050.0,2.0,2.0,Unfurnished,"LNT Apartments, Dwarka",1.0,10500000.0,Ready_to_move,Resale,Apartment,3524.0
86,1800.0,3.0,2.0,Semi-Furnished,Dwarka Sector 4,1.0,14800000.0,Ready_to_move,Resale,Apartment,3524.0
87,400.0,1.0,1.0,Semi-Furnished,"Dwarka Sector 3 carpet area 400 sqft status Ready to Move floor 1 out of 4 floors transaction New Property furnishing Semi-Furnished facing West overlooking Main Road bathroom 1 balcony 1 ownership Freehold Newly Constructed Property 1BHK freehold property , reserved parking, ample space for visitor parking, bathrooms with modern facilities, complete light in all room, wooden wardrobes in bedrooms, separate electric & water meter connection, separate water tank at roof, electronic door lock system with intercom facility, wall to wall POP work, fall ceiling work in all rooms, royal paint work in all rooms, 24X7 running water, branded electric fittings, modular kitchen with electronic chimney, marble vitrified tile flooring, near to metro station, well connected to main road ect. 80 to 90 home loan available. Ready to move read more Contact Agent View Phone No. Share Feedback Agent S.B. Associates 4000+ Buyers Served",1.0,1850000.0,Ready_to_move,New_Property,Builder_Floor,3524.0
88,1150.0,3.0,2.0,Semi-Furnished,Dwarka Sector 16B,1.0,6800000.0,Ready_to_move,New_Property,Builder_Floor,3524.0
89,1525.0,3.0,3.0,Semi-Furnished,"Chopra Apartment, Dwarka Sector 23",1.0,14200000.0,Ready_to_move,Resale,Apartment,3524.0
90,900.0,1.0,1.0,Semi-Furnished,Lajpat Nagar 3,,8900000.0,Ready_to_move,Resale,Builder_Floor,
91,1450.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,2.0,37500000.0,Ready_to_move,New_Property,Builder_Floor,
92,1450.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,2.0,30000000.0,Ready_to_move,New_Property,Builder_Floor,
93,1260.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,2.0,21000000.0,Ready_to_move,Resale,Builder_Floor,
94,2925.0,4.0,4.0,Unfurnished,Lajpat Nagar 3,2.0,57500000.0,Ready_to_move,New_Property,Builder_Floor,
95,1710.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,30000000.0,Ready_to_move,Resale,Builder_Floor,
96,1600.0,3.0,3.0,Unfurnished,Lajpat Nagar 3,1.0,30000000.0,Ready_to_move,New_Property,Builder_Floor,
97,1500.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,31500000.0,Ready_to_move,Resale,Builder_Floor,
98,2200.0,3.0,3.0,Unfurnished,Lajpat Nagar 3,1.0,30000000.0,Ready_to_move,Resale,Builder_Floor,
99,1350.0,3.0,3.0,Unfurnished,Lajpat Nagar 3,1.0,41500000.0,Ready_to_move,New_Property,Builder_Floor,
100,1710.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,24800000.0,Ready_to_move,Resale,Builder_Floor,
101,1350.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,2.0,35000000.0,Ready_to_move,Resale,Builder_Floor,
102,1500.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,40000000.0,Ready_to_move,Resale,Builder_Floor,26666.0
103,2880.0,4.0,5.0,Unfurnished,Lajpat Nagar 3,1.0,46000000.0,Ready_to_move,New_Property,Builder_Floor,15972.0
104,2700.0,4.0,4.0,Semi-Furnished,Lajpat Nagar 3,2.0,55000000.0,Ready_to_move,Resale,Builder_Floor,183333.0
105,1400.0,3.0,3.0,Unfurnished,Lajpat Nagar 3,1.0,24500000.0,Ready_to_move,Resale,Builder_Floor,183333.0
106,1800.0,3.0,3.0,Unfurnished,Lajpat Nagar 3,1.0,24500000.0,Ready_to_move,Resale,Apartment,183333.0
107,1400.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,32500000.0,Ready_to_move,New_Property,Builder_Floor,183333.0
108,1000.0,2.0,2.0,Furnished,Lajpat Nagar 3,1.0,20000000.0,Ready_to_move,Resale,Apartment,20000.0
109,8000.0,4.0,5.0,Semi-Furnished,Lajpat Nagar,1.0,240000000.0,Ready_to_move,New_Property,Builder_Floor,20000.0
110,1000.0,2.0,2.0,Furnished,Lajpat Nagar 3,1.0,20000000.0,Ready_to_move,Resale,Apartment,20000.0
111,1700.0,3.0,3.0,Furnished,Lajpat Nagar 3,2.0,19000000.0,Ready_to_move,Resale,Builder_Floor,20000.0
112,1600.0,3.0,3.0,Unfurnished,Lajpat Nagar 3,2.0,26000000.0,Ready_to_move,Resale,Builder_Floor,20000.0
113,1350.0,3.0,3.0,Unfurnished,Lajpat Nagar 3,1.0,21000000.0,Ready_to_move,Resale,Builder_Floor,15556.0
114,1700.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,27500000.0,Ready_to_move,Resale,Builder_Floor,16176.0
115,1400.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,2.0,32500000.0,Ready_to_move,New_Property,Builder_Floor,16176.0
116,1450.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,45000000.0,Ready_to_move,New_Property,Builder_Floor,16176.0
117,1350.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,21000000.0,Ready_to_move,Resale,Builder_Floor,15556.0
118,1700.0,3.0,3.0,Unfurnished,Lajpat Nagar 3,1.0,28000000.0,Ready_to_move,Resale,Builder_Floor,15556.0
119,1600.0,3.0,3.0,Unfurnished,Lajpat Nagar 3,2.0,29500000.0,Ready_to_move,Resale,Builder_Floor,15556.0
120,1500.0,1.0,,Unfurnished,Lajpat Nagar 2,,13500000.0,Ready_to_move,Resale,Apartment,
121,800.0,2.0,2.0,Unfurnished,Lajpat Nagar 2,1.0,14000000.0,Ready_to_move,New_Property,Builder_Floor,
122,1710.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 2,4.0,26000000.0,Ready_to_move,New_Property,Builder_Floor,
123,1350.0,2.0,2.0,Furnished,Lajpat Nagar 2,4.0,12500000.0,Ready_to_move,Resale,Builder_Floor,9259.0
124,1500.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 2,2.0,26000000.0,Ready_to_move,New_Property,Builder_Floor,9259.0
125,750.0,2.0,2.0,Semi-Furnished,"Vinoba Puri, Lajpat Nagar",2.0,11500000.0,Ready_to_move,New_Property,Builder_Floor,9259.0
126,850.0,2.0,2.0,Semi-Furnished,Lajpat Nagar 2,2.0,14600000.0,Ready_to_move,Resale,Builder_Floor,9259.0
127,1575.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 2,1.0,25500000.0,Ready_to_move,New_Property,Builder_Floor,9259.0
128,1675.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 2,2.0,31000000.0,Ready_to_move,New_Property,Builder_Floor,18507.0
129,1350.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 2,2.0,22000000.0,Ready_to_move,Resale,Builder_Floor,18507.0
130,900.0,2.0,2.0,Semi-Furnished,Lajpat Nagar 2,2.0,13400000.0,Ready_to_move,New_Property,Builder_Floor,18507.0
131,1800.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 2,2.0,35000000.0,Almost_ready,New_Property,Builder_Floor,18507.0
132,900.0,2.0,2.0,Furnished,Lajpat Nagar 2,2.0,11000000.0,Ready_to_move,Resale,Builder_Floor,18507.0
133,900.0,2.0,2.0,Unfurnished,"Vinoba Puri, Lajpat Nagar",2.0,6300000.0,Ready_to_move,Resale,Builder_Floor,7000.0
134,900.0,2.0,2.0,Furnished,Lajpat Nagar 2,2.0,12500000.0,Ready_to_move,Resale,Builder_Floor,7000.0
135,800.0,2.0,2.0,Unfurnished,Lajpat Nagar 2,1.0,14500000.0,Ready_to_move,New_Property,Builder_Floor,7000.0
136,1100.0,2.0,3.0,Semi-Furnished,Lajpat Nagar 2,1.0,22500000.0,Ready_to_move,New_Property,Builder_Floor,7000.0
137,810.0,2.0,2.0,Semi-Furnished,Lajpat Nagar 2,1.0,15500000.0,Ready_to_move,New_Property,Builder_Floor,7000.0
138,1500.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 2,1.0,26000000.0,Ready_to_move,New_Property,Builder_Floor,7000.0
139,900.0,2.0,2.0,Semi-Furnished,Lajpat Nagar 2,1.0,15800000.0,Ready_to_move,New_Property,Builder_Floor,7000.0
140,825.0,2.0,2.0,Unfurnished,Lajpat Nagar 2,1.0,15000000.0,Ready_to_move,New_Property,Builder_Floor,7000.0
141,900.0,2.0,2.0,Unfurnished,Lajpat Nagar 2,1.0,13000000.0,Ready_to_move,New_Property,Builder_Floor,7000.0
142,875.0,2.0,2.0,Unfurnished,Lajpat Nagar 2,1.0,15000000.0,Ready_to_move,New_Property,Builder_Floor,7000.0
143,1350.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 2,1.0,25000000.0,Ready_to_move,New_Property,Builder_Floor,7000.0
144,750.0,2.0,2.0,Semi-Furnished,Lajpat Nagar 2,1.0,16500000.0,Ready_to_move,New_Property,Builder_Floor,7000.0
145,900.0,2.0,2.0,Unfurnished,Lajpat Nagar 2,1.0,10300000.0,Ready_to_move,New_Property,Builder_Floor,7000.0
146,1350.0,3.0,3.0,Semi-Furnished,Lajpat Nagar 2,1.0,26000000.0,Ready_to_move,New_Property,Builder_Floor,7000.0
147,900.0,2.0,2.0,Unfurnished,Lajpat Nagar 2,1.0,11000000.0,Ready_to_move,Resale,Builder_Floor,7000.0
148,1800.0,3.0,3.0,Unfurnished,Lajpat Nagar 2,1.0,28500000.0,Ready_to_move,New_Property,Builder_Floor,7000.0
149,900.0,2.0,2.0,Unfurnished,Lajpat Nagar 2,1.0,11000000.0,Ready_to_move,Resale,Builder_Floor,7000.0
150,900.0,2.0,1.0,Furnished,Budh Vihar,1.0,11000000.0,Ready_to_move,Resale,Apartment,
151,810.0,3.0,2.0,Semi-Furnished,Budh Vihar,1.0,4500000.0,Ready_to_move,Resale,Builder_Floor,
152,450.0,2.0,1.0,Unfurnished,"Budh Vihar super area 50 sqyrd status Ready to Move floor Ground out of 2 floors transaction Resale furnishing Unfurnished facing East car parking 1 Open bathroom 1 balcony 2 ownership Freehold For Sale 2 BHK 50 yrd, 2 side open Ground Floor, First and Second Floor in H Block, Gali No. 04, Near Laxmi Narain Mandir, BudhVihar read more Contact Agent View Phone No. Share Feedback Agent Sahyog Properties 1000+ Buyers Served",1.0,3600000.0,Ready_to_move,Resale,Builder_Floor,72000.0
153,100.0,3.0,2.0,Furnished,Budh Vihar Phase 1,1.0,4300000.0,Ready_to_move,New_Property,Builder_Floor,43000.0
154,900.0,3.0,2.0,Semi-Furnished,Budh Vihar,1.0,4000000.0,Ready_to_move,Resale,Builder_Floor,4444.0
155,500.0,2.0,2.0,Semi-Furnished,Budh Vihar Phase 1,1.0,1650000.0,Ready_to_move,Resale,Apartment,3300.0
156,450.0,1.0,1.0,Furnished,Budh Vihar,1.0,2000000.0,Ready_to_move,Resale,Builder_Floor,4444.0
157,75.0,2.0,2.0,Semi-Furnished,Budh Vihar,1.0,3000000.0,Ready_to_move,Resale,Builder_Floor,40000.0
158,270.0,2.0,1.0,Semi-Furnished,Budh Vihar Phase 1,1.0,1400000.0,Ready_to_move,Resale,Apartment,5185.0
159,500.0,2.0,1.0,Semi-Furnished,Budh Vihar Phase 1,1.0,2000000.0,Ready_to_move,Resale,Builder_Floor,4000.0
160,444.0,2.0,2.0,Unfurnished,Budh Vihar Phase 1,1.0,2000000.0,Ready_to_move,Resale,Apartment,4000.0
161,400.0,1.0,1.0,Furnished,Budh Vihar,1.0,2000000.0,Ready_to_move,Resale,Builder_Floor,4000.0
162,729.0,3.0,4.0,Furnished,Budh Vihar,1.0,2600000.0,Ready_to_move,Resale,Builder_Floor,3567.0
163,4050.0,6.0,3.0,Furnished,Budh Vihar Phase 1,1.0,5100000.0,Ready_to_move,Resale,Builder_Floor,1259.0
164,2400.0,6.0,4.0,Furnished,Budh Vihar Phase 2,1.0,6000000.0,Ready_to_move,Resale,Builder_Floor,2500.0
165,450.0,2.0,2.0,Furnished,Budh Vihar,1.0,4000000.0,Ready_to_move,Resale,Builder_Floor,2500.0
166,405.0,2.0,3.0,Furnished,Budh Vihar Phase 2,1.0,6200000.0,Ready_to_move,Resale,Builder_Floor,2500.0
167,666.0,1.0,2.0,Furnished,Budh Vihar Phase 1,1.0,3500000.0,Ready_to_move,Resale,Builder_Floor,5255.0
168,1000.0,2.0,2.0,Semi-Furnished,"Saptrishi Apartment, Rohini Sector 23",1.0,7600000.0,Ready_to_move,Resale,Apartment,5255.0
169,1360.0,4.0,3.0,Semi-Furnished,Rohini Sector 24,1.0,13500000.0,Ready_to_move,New_Property,Builder_Floor,5255.0
170,1550.0,4.0,3.0,Semi-Furnished,Rohini Sector 24,1.0,12500000.0,Ready_to_move,New_Property,Builder_Floor,5255.0
171,850.0,3.0,2.0,Semi-Furnished,Rohini Sector 23,1.0,6500000.0,Ready_to_move,New_Property,Builder_Floor,5255.0
172,2170.0,4.0,4.0,Unfurnished,Rohini Sector 23,2.0,22000000.0,Ready_to_move,New_Property,Builder_Floor,5255.0
173,720.0,3.0,2.0,Semi-Furnished,Rohini Sector 23,1.0,6000000.0,Ready_to_move,New_Property,Builder_Floor,5255.0
174,850.0,3.0,2.0,Semi-Furnished,Rohini Sector 23,1.0,7300000.0,Ready_to_move,New_Property,Builder_Floor,5255.0
175,950.0,3.0,2.0,Semi-Furnished,Rohini Sector 23,1.0,7600000.0,Ready_to_move,New_Property,Builder_Floor,5255.0
176,2300.0,4.0,4.0,Semi-Furnished,Rohini Sector 23,1.0,20000000.0,Ready_to_move,New_Property,Builder_Floor,5255.0
